"STOCK LIST AS AT 06.04.26, 11.16AM",,,,,,
,,,,,,
,,,,,,
BIN,Item Code,Description,Desc 2,Total Bal. Qty,Cost,Item Group
I-J4,S-00853,DUST SEAL 35X47X7/10 @SOG,,4,3.5,S/PARTS
I-J5,S-00854,DUST SEAL 35X45X7/10 @SOG,,12,5.1,S/PARTS
I-J6,S-00855,DUST SEAL 32X44X7/10 @SOG,,9,3.5,S/PARTS
I-J7,S-00856,DUST SEAL 32X42X7/10 @SOG,,10,,S/PARTS
I-K1,S-00863,DUST SEAL 75X87X5/7 @SOG,,1,,S/PARTS
I-K2,S-00862,DUST SEAL 65X75X7/10 @SOG,,3,,S/PARTS
I-K3,S-00861,DUST SEAL 60X74X8/11 @SOG,,9,7,S/PARTS
I-K4,S-00860,DUST SEAL 55X65X7/10 @SOG,,2,,S/PARTS
I-K5,S-00859,DUST SEAL 50X62X7/10 @SOG,,13,5,S/PARTS
I-K6,S-00858,DUST SEAL 50X60X7/10 @SOG,,6,,S/PARTS
I-K7,S-00857,DUST SEAL 45X57X7/10 @SOG,,5,5.5,S/PARTS
I-L1,S-00870,OIL SEAL TC 40X62X10 @SOG,SUPPORT WHEEL OIL SEAL,5,3.5,S/PARTS
I-L2,S-00869,DUST SEAL TC 45X65X7 @SOG,,8,3.2,S/PARTS
I-L3,S-00884,DUST SEAL TC 42X72X12 @SOG,DRIVE MOTOR GEAR BOX OIL SEAL 7FBE [90311-42001],6,4,S/PARTS
I-L4,S-00867,WIPER SEAL DH 20X28X4.5/6 @HALLITE,,9,3.5,S/PARTS
I-L5,S-00866,PU WIPER SEAL [ 20X26X3.6/4.8] DH JSK @HALLITE,20X26X3.6/4.8,23,7,S/PARTS
I-L6,S-00865,DUST SEAL 75X89X8/11 @SOG,,2,6.5,S/PARTS
I-L7,S-00864,DUST SEAL 70X84X8/11 @SOG,,5,8,S/PARTS
I-M1,A1 28X36,WIPER SEAL,S-02273,2,9,S/PARTS
I-M1,S-00727,ALUMINIUM WASHER,,12,1.6,S/PARTS
I-M1,S-00813,SEAL 32X40X8,32X40X8,1,7,S/PARTS
I-M1,S-00871,PU SEAL 10X18X5.7,S-00871,14,14,S/PARTS
I-M1,S-01175,WEAR RING,WR 64X70X15,,12,S/PARTS
I-M1,S-01465,WEAR RING 69X75X20,WR 69X75X20,4,16,S/PARTS
I-M1,S-01509,DUST SEAL 14X22X3/4 @SOG,AS SOG NBR [BTP29994],11,3,S/PARTS
I-M1,S-01562,ORING VITON 2.0X43,POWER STEERING KIT 7FB,18,3.3,S/PARTS
I-M1,S-01563,OIL SEAL TC 13X25X7 @SOG,POWER STEERING KIT 7FB,8,12,S/PARTS
I-M1,S-01723,DUST SEAL DKB 14X22X4/5.5,DKB 14X22X4/5.5,8,7,S/PARTS
I-M1,S-01903,38X48X4 R11J CARNBR MACHINE SEAL 1610104,S-01903,15,24,S/PARTS
I-M1,S-01939,U SEAL USI 35X45X6,USI 35X45X6,12,7,S/PARTS
I-M1,S-01944,25X33X4/7 PDF UK SEAL[SWE120],S-01944,5,6,S/PARTS
I-M1,S-02072,SEAL 32X42X11, 32X42X11,3,13,S/PARTS
I-M1,S-02098,SEAL 50X60X6/8,,1,8,S/PARTS
I-M1,S-02274,SEAL 27X35X5,,4,9,S/PARTS
I-M1,S-02285,32X3.2 DR HALLITE PU,DR32X24.5X3.2,12,14,S/PARTS
I-M2,65384-20540,U SEAL 55X70X9,,4,22,S/PARTS
I-M2,S-02508,U SEAL UPI 55X70X8 @UN,7FBR25,1,10,S/PARTS
I-M3,P-00396,TEFLON BACK UP RING,25X33X1.25 BRT,8,1.2,S/PARTS
I-M3,S-00192,BACK UP RING BRT 45X55X1.9,,13,3.5,S/PARTS
I-M3,S-00876,BACK UP RING BRT P85X95X1.9,,5,2.5,S/PARTS
I-M3,S-01138,SEAL 35X45X1.5,BACK UP RING,16,2,S/PARTS
I-M3,S-01670,30X38X1.9 B8 ECOTAL MACHINE SEAL 1509061,SEAL 30X38X1.9,13,9,S/PARTS
I-M3,S-01949,BACK UP RING 14X18X1.25,BRT 14X18X1.25,10,1.6,S/PARTS
I-M3,S-02096,BACK UP RING BRT 40X50X1.9,TEFLON BACK UP RING,9,2,S/PARTS
I-M3,S-02097,BACK UP RING BRT 35X45X1.9,,10,2,S/PARTS
I-N1,25X47X7 TC HOF,OIL SEAL TC 25X47X7 @SOG,S-02277,3,2.5,S/PARTS
I-N1,35X62X7 TC HOF,OIL SEAL TC 35X62X7 @SOG,S-02275,6,3.5,S/PARTS
I-N1,S-01347,OIL SEAL TC 60X80X8 @SOG,S-01347 ,6,5,S/PARTS
I-N1,S-02490,OIL SEAL TC 35X72X10 @SOG,,7,28,S/PARTS
I-N1,TC 30X55X7,OIL SEAL TC 30X55X7 @SOG,S-02276,3,8,S/PARTS
I-N2,S-00872,WIPER SEAL SCK 50 @SOG,SEAL SCK 50X62X6.8 / 8.8,13,13,S/PARTS
I-N2,S-02111,WIPER SEAL SCK 30 @SOG,SCK 30,16,10,S/PARTS
I-N2,S-02113,WIPER SEAL SCK 55 @SOG,SCK 55,6,10,S/PARTS
I-N3,S-00874,WIPER SEAL SCK 40 @SOG,SCK 40,6,10,S/PARTS
I-N3,S-01444,WIPER SEAL SCK 25 @SOG,SCK 25,16,7,S/PARTS
I-N3,S-02112,WIPER SEAL SCK 35 @SOG,SCK 35,11,10,S/PARTS
I-O1,S-00883,SEAL RGU 75 @SOG,PNEUMATIC NBR SEAL,20,22,S/PARTS
I-O1,S-01843,BACK UP RING RGU 75 [BRT P65X75X1.9],[FREELIFT CYLINDER 2.5 TON],8,2.7,S/PARTS
I-O2,S-00881,SEAL RGU 70 @SOG,PNEUMATIC NBR SEAL,17,17,S/PARTS
I-O2,S-00882,BACK UP RING BRT P60X70X1.9,S-00882,8,2.2,S/PARTS
I-O3,RGU 50,SEAL RGU 50 @SOG,40X50X6.5,9,18,S/PARTS
I-O3,S-00879,SEAL RGU 60 @SOG,PNEUMATIC NBR SEAL,4,15,S/PARTS
I-O3,S-00880,SEAL RGU 55 @SOG,PNEUMATIC NBR SEAL,6,20,S/PARTS
I-P1,S-01382,SEAL RGU 90 @SOG,PNEUMATIC NBR SEAL,3,30,S/PARTS
I-P2,S-00877,BACK UP RING RGU 85 [BRT P75X85X1.9],,11,2.5,S/PARTS
I-P2,S-00878,SEAL RGU 85 @SOG,HYDRAULIC PISTON DOUBLE ACTING SEAL[3.0TON]FREELIFT CYL,5,24.5,S/PARTS
I-P3,S-01253,SEAL RGU 80 @SOG,PNEUMATIC NBR SEAL,2,22,S/PARTS
I-Q1,41129-23801,NILOS RING,8FD30,1,11.73,S/PARTS
I-Q1,S-01360,TC SEAL 75X95X8 @SOG,TC 75X95X8,5,,S/PARTS
I-Q1,S-02507,TC SEAL 75X95X10 @SOG,TC 75X95X10 [BT GEARBOX RRE160],2,8,S/PARTS
I-Q2,S-00875,SEAL RGU105 @SOG,PNEUMATIC NBR SEAL,4,39,S/PARTS
I-Q3,S-01113,SEAL RGU 95 @SOG,PNEUMATIC NBR SEAL,4,35,S/PARTS
I-Q3,S-01920,BACK UP RING 90X105X3,BRT 90X105X3,2,9,S/PARTS
I-R1,S-00892,OIL SEAL TC 110X140X13 @SOG,TC 110X140X13,6,10,S/PARTS
I-R2,S-00015,USEAL TRS 60X75X9 @HALLITE,TRS 60X75X9,6,12,S/PARTS
I-R2,S-00890,OIL SEAL TC 65X75X8 @SOG,SEAL TC 65X75X8 [GEAR BOX OIL SEAL POWER TRUCK]  NBR SOG,4,5,S/PARTS
I-R3,S-00893,OIL SEAL TC 100X135X15 @SOG,TC 100X135X15,2,12,S/PARTS
I-S1,S-00888,OIL SEAL TC 90X120X12 @SOG,GEAR BOX OIL SEAL BT 2.5TON,8,11.5,S/PARTS
I-S1,S-02499,OIL SEAL TC 78X100X10 @SOG,GEAR BOX OIL SEAL RRE160,2,38,S/PARTS
I-S2,S-00891,OIL SEAL TC 90X110X8 @SOG,GEAR BOX OIL SEAL 7FBR [BTP29889] 90311-90001,8,9,S/PARTS
I-S2,S-02378,OIL SEAL TC 112X130X8 @SOG,GEAR BOX OIL SEAL 7FBE [43115-11170],3,20,S/PARTS
I-S3,42431-10920,OIL SEAL 75X97.2X9/14 GEAR BOX [7FBE],TVH/8387054,5,21.91,S/PARTS
I-T1,S-00887,OIL SEAL TC 120X150X14 @SOG,GEAR BOX OIL SEAL 6FBRE20,4,13,S/PARTS
I-T2,S-00886,OIL SEAL TC 100X125X13 @SOG,GEAR BOX OIL SEAL 6FBRE16 [33146-12900],4,9.5,S/PARTS
I-T2,S-02509,OIL SEAL TC 85X100X10 @SOG,GEAR BOX OIL SEAL NOBLELIFT,4,9.5,S/PARTS
I-T3,S-00889,OIL SEAL TC 90X115X13 @SOG,,3,10,S/PARTS
I-T3,S-01486,OIL SEAL 80X105X13 @SOG,80X105X13,2,9.5,S/PARTS
I-U1,S-00896,HAND PALLET TRUCK SEAL KIT[OLD MODEL],HPT SEAL OLD MODEL,5,40,S/PARTS
I-U2,S-00895,HAND PALLET TRUCK SEAL KIT [BT],,5,36,S/PARTS
I-U3,S-00894,HPT KINGSTON O/H KIT,UHS 18X26X5,5,25,S/PARTS
I-U3,S-02141,KINGSTON SEAL KIT 18/35,,5,24.5,S/PARTS
J01,1113-513000-0D,BATTERY PACK 24V/20AH PLUG-CAN VERSION,EPT12-EZ PRO,0,983.73,S/PARTS
J01,1113-513000-0E,BATTERY PACK 24V/20AH PLUG,MODEL-EPL1531 ,1,913.51,S/PARTS
J01,LITHIUM LHE150,LITHIUM ION BATTERY 24V/36AH,LHE150/ BT/ NOBLELIFT [S/N: FDAF24362508041685C1],1,1750,S/PARTS
J01,S-02342,BATTERY 105D31L / 125D31L [FRED] ,DIESEL FORKLIFT,0,323,S/PARTS
J01,S-02352,BATTERY 105D31R [COZZIE],VAN,1,318.25,S/PARTS
J01,S-02357,BATTERY 55B24LS [FRED],LPG FORKLIFT,2,175.75,S/PARTS
J01,S-02498,BATTERY 105D31L / 125D31L [COZZIE] ,DIESEL FORKLIFT,4,318.25,S/PARTS
J01,S-02501,BATTERY 55B24LS [COZZIE],LPG FORKLIFT,6,175.75,S/PARTS
J01-01,47450-36760,BRAKE SHOE-C 8FD35-40N,,0,55,S/PARTS
J01-01,47460-36760,BRAKE SHOE-C 8FD35-40N,,0,55,S/PARTS
J01-01,47470-36760,BRAKE SHOE-C 8FD35-40N,,0,55,S/PARTS
J01-01,47480-36760,BRAKE SHOE-C 8FD35-40N,,0,55,S/PARTS
J01-02,47407/8-30551-71P,BRAKE SHOE 7FD40-50,,0,55,S/PARTS
J01-03,47403-30553,BRAKE SHOE 7FD40-50,BRAND: MINTYE,0,65,S/PARTS
J01-03,47504-33260,SHOE FRONT-C LH/RH 7/8 FBJ35 / 7/8 FDJ35,BRAND: TAIWAN,0,110,S/PARTS
J01-03,47504-33860MINTYE,BRAKE SHOE J3.5 TON,BRAND: MINTYE,1,50,S/PARTS
J01-03,47505-33260,"SHOE, REAR LH-C 7/8 FBJ35 / 7/8 FDJ35",BRAND: TAIWAN,0,110,S/PARTS
J01-03,47506-33260,"SHOE, REAR RH-C 7/8 FBJ35 / 7/8 FDJ35",BRAND: TAIWAN,0,110,S/PARTS
J01-04,47405-30553-71,BRAKE SHOE 7FD45 [LH],,3,430,S/PARTS
J01-05,47406-30553-71,BRAKE SHOE 7FD45 [RH],,1,430,S/PARTS
J01-06,47410-31962,BRAKE SHOE 7FD35-40,TAIWAN,,85,S/PARTS
J01-06,47420-31962,BRAKE SHOE 7FD35-40,TAIWAN,,85,S/PARTS
J01-07,04947-30391-71,"SHOE KIT, 7FD40/45",S-01405U,2,2750,S/PARTS
J02-01,47403-10480MINTYE,BRAKE SHOE [1.5 TON],BRAND: MINTYE,,35,S/PARTS
J02-02,47403-12810-71,BRAKE SHOE#7/8 FB/FD/FG10-18,S-00197U,11,90,S/PARTS
J02-03,47404-12810-71,BRAKE SHOE#7/8 FB/FD/FG10-18,S-01731U,19,95,S/PARTS
J02-04,47460-11630-71,ADJUSTER-LH-C [7/8FG/FD10-15],S-01319,30,55,S/PARTS
J02-05,47450-11630-71,ADJUSTER RH-C [7/8FG/FD10-15],S-00151U,37,55,S/PARTS
J02-06,47636-10110-71,SPRING 1.0/1.5 TON 7/8 FD FG FB,S-01771,69,4,S/PARTS
J02-07,47637-10110-71,"CUP, SHOE HOLD*7FD10-18-B[CUP-1.5]",S-00752U,34,4,S/PARTS
J02-08,47431-10480-71,"PIN, 1.0/1.5 TON 7/8 FD FG FB[PIN-1.5]",S-00013U,60,4,S/PARTS
J02-09,47637-10110,BRAKE PIN WASHER 7FD45-5.0 TON / 8FD45N,S-02303,5,1.53,S/PARTS
J02-10,47478-31962,CABLE 7FD45-5.0 TON / 8FD45N,S-02305,0,17.02,S/PARTS
J02-11,47442-30410,PRESSURE SPRING 7FD45-5.0 TON / 8FD45N,S-02304,6,3.18,S/PARTS
J02-11,47442-30410-71,SPRING 7FD45-5.0 TON / 8FD45N,S-02300,4,15,S/PARTS
J02-12,47441-32200,BRAKE PIN WASHER 7FD45-5.0 TON / 8FD45N,S-02302,8,1.79,S/PARTS
J02-13,47443-30410,BRAKE PIN WASHER 7FD45-5.0 TON / 8FD45N,S-02301,8,1.51,S/PARTS
J02-14,47448-31190,"PIN, CUP, SPRING SHOE 7FD45 [BRAKE SHOE KIT]",FL-8310K,7,12,S/PARTS
J02-15,42323-21740-71,CORN [COLLER],"42323-36010, 42323-76001, 42324-23320-71",4,3,S/PARTS
J02-15,47448-30510,PIN SHOE 7FD45,,4,10.74,S/PARTS
J02-16,46163-31070,CUP SHOE 7FD45,,8,5.71,S/PARTS
J02-16,47451-31190,SPRING RETURN 7FD45,,1,24.52,S/PARTS
J02-16,47452-31190,SPRING RETURN 7FD45,,1,14.91,S/PARTS
J02-16,47460-31190,BRAKE ADJUSTER [LH] 7FD45,,0,45.27,S/PARTS
J02-16,47471-30412,LEVER 7FD45,,1,17.52,S/PARTS
J02-16,47472-31390,SPRING SHOE 7FD45,,3,23.58,S/PARTS
J03-01,47403-10480,BRAKE SHOE [1.5 TON],BRAND: ECM,0,38,S/PARTS
J03-01,47403-22000MINTYE,BRAKE SHOE [2.0-3.0 TON],BRAND: MINTYE,2,38,S/PARTS
J03-01,47501-23201,BRAKE SHOE [2.5 TON],S-01131K,4,105,S/PARTS
J03-02,47403-22000-71F,BRAKE SHOE [2.0-3.0 TON],,1,38,S/PARTS
J03-02,47403-23320-71,BRAKE SHOE#7FD/FG20/25 7FB20/25 8FD/FG20/25,S-00028U,19,95,S/PARTS
J03-03,47460-33660-71,ADJUSTER LH [8FD/FG30],S-00155U,6,95,S/PARTS
J03-04,47450-33660-71,ADJUSTER RH-B [6/7/8FD/FG30],S-00156U,6,95,S/PARTS
J03-05,47435-23420-71,"SPRING, SHOE 20/25/30 7/8 FD FG FB",S-00489U,66,18,S/PARTS
J03-06,47431-22000-71,"PIN, SHOES 20/25/30 7/8 FD FG FB",S-00787U,77,8,S/PARTS
J03-07,47504-33260-71,SHOE FRONT-C LH/RH 7/8 FBJ35 / 7/8 FDJ35,,2,235,S/PARTS
J03-08,47505-33260-71,"SHOE, REAR LH-C 7/8 FBJ35 / 7/8 FDJ35",,2,235,S/PARTS
J03-09,47506-33260-71,"SHOE, REAR RH-C 7/8 FBJ35 / 7/8 FDJ35",,4,250,S/PARTS
J04-01,S-02487,GRANTT BRAKE FLUID DOT3 500ML,,68,10.8,S/PARTS
J04-02,S-00047,BATTERY TERMINAL,24V & 48V,27,38,S/PARTS
J04-04,S-00777,BATTERY TERMINAL(-),116-017-005 @ S008- 12V & 24V,15,4.2,S/PARTS
J04-05,S-00778,BATTERY TERMINAL(+) HX-S018A,116-017-006 @ S008+ 12V & 24V,23,4.2,S/PARTS
J08-01,S-00563,BATTERY STAND,S-00563,2,85,S/PARTS
J08-02,52613-16600-71,"STEP RH, 8FG15 ",,2,165,S/PARTS
J08-02,52623-16600-71,"STEP LH, 8FG15 ",,2,165,S/PARTS
J08-03,52613-26600-71,"STEP, 8FD25/30 RH",S-01274U,2,135,S/PARTS
J08-03,52623-26600-71,"STEP, 8FD25/30 LH",S-01119,1,120,S/PARTS
J08-04,S-01207J,BATTERY BRACKET [7/8FD],S-01207J,4,45,S/PARTS
J08-05,S-01209J,BATTERY BRACKET [7/8FG],S-01209J [LPG],8,45,S/PARTS
K01-01,1115-34001X-00 [RPL201],TRAVELLING KNOB,RPL201,4,73.6911,S/PARTS
K01-02,1115-340003-00,COVER,RPL201/201H,6,21.11,S/PARTS
K01-03,1120-342002-00,HORN BUTTON,RPL201,3,3.7895,S/PARTS
K01-04,1220-500012-00,ACCELERATOR ASSEMBLY,RPL201/201H (Before 3321300883),0,235.224,S/PARTS
K01-05,LB00-200011-00,BATTERY METER,RPL201/201H,2,211.71,S/PARTS
K01-06,1120-520005-00,SWITCH WIRE HARNESS,RPL201/KPL201/EPT20,10,119.8973,S/PARTS
K01-07,3218-771000-00,SEAT SOLENOID VALVE,EFL151/CPD15-18,2,1110.1267,S/PARTS
K01-08,1221-300001-E0,JOINT,RPL201,1,104.14,S/PARTS
K01-09,3218-680000-10,ACCELERATOR,EP,2,339.937,S/PARTS
K01-10,1220-45024X-00,TANK,,0,82.5784,S/PARTS
K01-10,7830-300068-00,SHOCK PAD (REAR AXLE BUSH),EFL 253,4,155.39,S/PARTS
K01-11,1221-300005-00,HANDLE SEAT,RPL201,1,128.22,S/PARTS
K02-01,1221-22001X-10,ENCODER,RPL201/201H,3,212.99,S/PARTS
K02-01,ZK12-22000X-01,ENCODER,RPL201,6,173.82,S/PARTS
K02-02,1120-342103-00,BUTTON FOR LOWERING (L) ,RPL201,9,1.3593,S/PARTS
K02-03,1120-342202-00,BUTTON FOR LOWERING (R),RPL201,8,1.3593,S/PARTS
K02-04,1120-342104-00,BUTTON FOR LIFTING (L),RPL201,10,1.3593,S/PARTS
K02-05,1120-342203-00,BUTTON FOR LIFTING (R),RPL201,5,1.4005,S/PARTS
K02-06,4230-520004-00,HORN SWITCH,RPL201,2,31.1067,S/PARTS
K02-07,1125-52000Z-10,INCHING SWITCH ASSEMBLY,EPL151,4,105.09,S/PARTS
K02-08,1221-010007-P0,BLOCK ,RPL201,8,15,S/PARTS
K02-09,1220-511001-10,METER INDICATOR,RPL201,3,120.75,S/PARTS
K02-10,3132-66000X-00,SOLENOID VALVE,EP,3,718.146,S/PARTS
K02-11,3218-323030-00,HORN COVER EFL252,,7,14.03,S/PARTS
K03-01,1120-342003-00,SPRING,RPL201,10,0.3295,S/PARTS
K03-01,1120-342102-00,SPRING,RPL201,46,0.3295,S/PARTS
K03-01,1121-310004-00,SPRING,RPL201/201H,19,0.65,S/PARTS
K03-02,3712-403000-00,ENCODER,RPL201/201H,4,118.95,S/PARTS
K03-03,1280-520009-10,SWITCH WIRE HARNESS,RPL201,0,149.6807,S/PARTS
K03-04,1120-342005-00-KT,PLASTIC SLEEVE,RPL201,6,0.2883,S/PARTS
K03-04,1120-342105-00,PIN,RPL201,29,0.865,S/PARTS
K03-05,1120-342005-00,PIN,RPL201,43,0.865,S/PARTS
K03-05,1220-560002-00,INCHING SWITCH II,RPL201,4,25.25,S/PARTS
K03-06,1221-500012-V0,FOR PLUG LOCKING PIECE ZAPI,RPL201,5,8.9,S/PARTS
K03-07,1220-250000-0A,PLATFORM SHAFT RPL201,,4,70,S/PARTS
K03-08,1221-520002-R0,WIRE HARNESS,RPL201,1,83.63,S/PARTS
K03-09,1113-430003-00,SUPPORT PIECE OF CONNECTION,EPT12,2,11.745,S/PARTS
K03-10,0000-001230-00,BEARING 51113 [30900600001],EPT12-EZ ,5,28.61,S/PARTS
K03-11,303011000006,ROUND NUT M36X1.5,RPL201,2,16.302,S/PARTS
K04-01,4231-21001X-10,ENCODER,,1,769.69,S/PARTS
K04-02,1221-520007-0A,POTENTIONMETER,RPL201/201H,4,185.3735,S/PARTS
K04-03,1220-500001-10,EMERGENCY STOP SWITCH,RPL201/201H,0,46.21,S/PARTS
K04-04,S-02366,EMERGENCY STOP BUTTON EP MODIFIED,RPL201/201H,5,15,S/PARTS
K04-05,2214-520003-0A,SWITCH ASSEMBLY,RPL201/201H [LIMIT SWITCH],4,35.06,S/PARTS
K04-06,1113-31000X-00,CONTROL POD ASSEMBLY,EPT12-EZ ,0,462.14,S/PARTS
K04-07,1600-700005-A0,CUP HOLDER,RPL201,0,14.82,S/PARTS
K04-08,1114-310001-00,BOTTOM COVER,RPL201,3,21.57,S/PARTS
K04-09,1113-301004-00,CAP,EPT12-EZ PRO,1,31.36,S/PARTS
K04-10,1113-511005-00,BRACKET [MALE],EPT12-EZ ,9,6.48,S/PARTS
K04-11,0000-000379-00,FLAT WASHER M14,RPL201,2,0.2145,S/PARTS
K04-11,303007000004,NUT M14,RPL201 [303003000007],4,5.3625,S/PARTS
K04-11,ZK12-240020-00,WASHER M14,RPL201,1,3.991,S/PARTS
K05-01,1221-330000-PB,GAS SPRING [HANDLE],RPL201/201H,8,44.36,S/PARTS
K05-02,1221-320000-EB,GAS SPRING,RPL201H,6,35.74,S/PARTS
K05-03,2320-470023-00,BRUSH,RPL201,0,46.83,S/PARTS
K05-04,1220-45017X-00,SOLENOID VALVE,RPL201,6,167.03,S/PARTS
K05-05,1221-2BG-V0,SEAL KIT FOR CYLINDER,RPL201/201H,3,68.44,S/PARTS
K05-06,1120-500005-10,CONTACTOR (MAIN),RPL201/201H,3,89.34,S/PARTS
K05-08,1115-250001-00,CARBON BRUSH,EPT12-EZ ,0,18.54,S/PARTS
K05-08,3218-410038-00,BRAKE LEVER COMPLETE,,1,689.832,S/PARTS
K05-09,1115-250003-00,HOLDER BRUSH,EPT12-EZ ,4,65.32,S/PARTS
K05-10,0000-000094-00,LOCKWASHER,,2,0.52,S/PARTS
K05-10,S-02425,COLLER 25X62X17,,3,30,S/PARTS
K05-11,0000-000211-00,O RING 150x3.1,RPL201 [306002000030],2,0.7605,S/PARTS
K05-11,0000-000214-00,O RING 135X3.1,RPL201 [306002000031],4,13,S/PARTS
K06-01,1220-013000-00,GAS SPRING [PLATFORM],RPL201,2,42.63,S/PARTS
K06-02,2110-640005-0A,SHAFT,RPL201,2,22.11,S/PARTS
K06-03,0000-000017-00,BUSHING 2215,RPL201,10,3.08,S/PARTS
K06-04,1221-130001-P0,BUSHING 20X23X18,RPL201,6,4.33,S/PARTS
K06-05,1120-130010-00,PLATE,RPL201,10,24.2,S/PARTS
K06-06,1221-130021-00,BUSHING [FIBER SLEEVE 22X25X15],212212100042,8,9.84,S/PARTS
K06-07,1115-250002-00,BRUSH SPRING,EPT12-EZ ,6,16.21,S/PARTS
K06-09,ZK12-240018-00,SPRING WASHER M12,RPL301/WPL202/RPL251/KPL201,5,1.3,S/PARTS
K06-10,0000-000093-00,NUT M27X1.5,,1,4.3,S/PARTS
K06-11,7830-100019-00,ROLLER 760211B1S,EP,4,141.0955,S/PARTS
K07-01,LB00-00000Z-03,CONNECTOR,EPL151 [TVH46096985],,14.05,S/PARTS
K07-01,LB00-00000Z-04,CONNECTOR,EPL151 [TV46096986],1,21.59,S/PARTS
K07-02,1115-340006-00 [RPL201],SEAT,RPL201,8,1.6064,S/PARTS
K07-03,LB00-200069-00,TEMPERATURE LINE,RPL201/201H,3,8.11,S/PARTS
K07-04,1120-210002-00,BRAKE LINING,RPL201/201H,2,133.2,S/PARTS
K07-05,1220-45018X-00,THROTTLE VALVE,RPL201,1,41.1,S/PARTS
K07-05,1221-240001-0A,"BRUSH,STEERING MOTOR",RPL201/201H,12,77.2,S/PARTS
K07-06,S-02444,EP POWER TRUCK ROLLER,,1,50,S/PARTS
K07-07,0000-001131-10,NUT M12X1.5,RPL301/RPL251/KPL201,0,1.2781,S/PARTS
K07-08,ZK12-240003-00,STUDS [DRIVE WHEEL SCREW],RPL201,2,4.026,S/PARTS
K07-09,1113-540200-0A,SWITCH BASE,EPT12-EZ PRO [TVH/41438081],3,30.758,S/PARTS
K07-10,1113-513003-00,BRACKET [FEMALE],EPT12-EZ ,7,55.68,S/PARTS
K07-11,7830-100013-00,ROLLER 980811NT,EP,2,119.3075,S/PARTS
K08-01,1220-520002-AC,KEY SWITCH ASSEMBLY,RPL201/201H,6,63.62,S/PARTS
K08-02,1113-301200-00,ACCELERATOR,EPT12-EZ,2,211.212,S/PARTS
K08-03,1121-522000-00,BUTTON,EPT12-EZ,3,16.731,S/PARTS
K08-04,1113-314002-0A,STEEL WIRE,EPT12-EZ,4,10.1795,S/PARTS
K08-05,1113-314004-0A,STEEL WIRE,EPT12-EZ,0,23.98,S/PARTS
K08-06,3218-600009-00,HORN SWITCH ARMREST,"EFL201/253, CPD18",0,64.3021,S/PARTS
K08-06,S-02478,SENSOR HORN SWITCH ARMREST,"EFL201/253, CPD18",5,3,S/PARTS
K08-07,0000-000122-00,LOCKWASHER 4,,4,0.06,S/PARTS
K08-07,3218-600006-00,CONTROL VALVE RUBBER / PUMP MOTOR MOUNTING,EFL252/302,4,3.3,S/PARTS
K08-08,0000-000296-00,PIN 2 X 20,,2,2.29,S/PARTS
K08-09,1115-500014-00,BRACKET,RPL201,5,6.39,S/PARTS
K08-10,1113-513004-00,BRACKET [FEMALE],EPT12-EZ ,8,55.68,S/PARTS
K08-11,0000-000961-00,BEARING 32009,RPL201 [309002000007],2,59.6765,S/PARTS
K09-01,1113-301003-00,LEFT SWITCH,EPT12-EZ PRO,5,7.23,S/PARTS
K09-02,1113-301001-00,RIGHT SWITCH,EPT12-EZ PRO,4,7.23,S/PARTS
K09-03,1113-301005-E0,COVER,EPT12-EZ PRO,2,17.7904,S/PARTS
K09-04,1113-301002-00,PART TILLER HEAD  EPT12-EZ,EPT12-EZ,3,5.278,S/PARTS
K09-05,0000-001722-00,SCREW,EPT12-EZ PRO,,0.3295,S/PARTS
K09-05,1113-301006-00,PRESSURE SPRING EPT12-EZ,EPT12-EZ,6,1.58,S/PARTS
K09-06,0000-000702-00,FLAT WASHER 4,,8,0.06,S/PARTS
K09-07,0000-000552-00,NUT M8,,2,2.4,S/PARTS
K09-08,0000-000380-00,FLAT WASHER 6,,2,0.46,S/PARTS
K09-09,3020-040000-07,SCREW M4 X 30,,4,0.51,S/PARTS
K09-10,0000-000139-00,NUT M4,,4,0.22,S/PARTS
K09-11,0000-001054-00,TAPERED ROLLER BEARING 30204 @NSK,RPL201 [309002000011],4,19,S/PARTS
K10-01,1125-511010-00,BRACKET ASSEMBLY,EPL151,2,10.72,S/PARTS
K10-02,1125-511011-00,BRACKET ASSEMBLY,EPL151,5,10.72,S/PARTS
K10-03,1113-502000-0A EPT12,INTERLOCK SWITCH,EPT12,5,30.3408,S/PARTS
K10-04,1113-520002-00,REED SWITCH,EPT12-EZ PRO,4,16.96,S/PARTS
K10-05,1113-500003-00,REED SWITCH MAGNET,EPT12-EZ PRO,9,5.92,S/PARTS
K10-06,3218-629000-00,SWITCH HARNESS,,2,33.83,S/PARTS
K10-07,1221-520004-20,INCHING SWITCH HARNESS,RPL201,5,38.86,S/PARTS
K10-08,1220-010002-00,SPRING RPL201,,1,6.16,S/PARTS
K10-08,1220-015000-0A,PIN SHAFT 12X76 RPL201,,1,7.39,S/PARTS
K10-08,1221-010001-VC,SPRING RPL201,,1,7.39,S/PARTS
K10-09,1221-520003-20,INTERLOCK SWITCH HARNESS,RPL201,10,26.61,S/PARTS
K10-10,1113-511003-00,BRACKET [MALE],EPT12-EZ ,10,6.66,S/PARTS
K10-11,1600-600010-00,ROLLER BEARING 30X72X16  [ 6206 2RS ],RPL201 ,8,21.175,S/PARTS
K11-01,1113-511002-00,SPLINT,EPT12-EZ PRO,4,5.59,S/PARTS
